,Program,Header,Courses
250,Humanities Minor,"h2: To fulfill interdisciplinary minor requirements, students must successfully complete","['Sixteen credits selected from at least three relevant humanities disciplines from a range of departments, depending on the student’s topic choice; at least 4 credits per discipline.', {'HUM-450 Humanities Capstone Symposium': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60632&print'}]"
251,Humanities Minor,h2: Further considerations,
252,Journalism Minor,h2: Required Courses (8 credits):,"[{'ENG-212 Journalism Principles and Practice': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60465&print'}, {'COM-202 Digital Storytelling': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60289&print'}]"
253,Journalism Minor,h2: Selected courses in Journalism Practice (12 credits):,"[{'ART-303 Photographic Essay': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60123&print'}, {'ENG-214 Immersion Journalism: Reading as Writers': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60466&print'}, {'ENG-223 Writing Nonfiction': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60469&print'}, {'ENG-230 Digital Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61650&print'}, {'COM-304 Broadcast Communication': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60290&print'}, {'COM-314 Social Media Strategy': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61529&print'}, {'COM-345 Sports Reporting': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61646&print'}, {'COM-437 Advanced Multimedia Storytelling': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61467&print'}, {'COM-421 Studies in Mass Media': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60315&print'}, 'An internship in journalism, including academic credit earned through COM-505, ENG-505, IDS-507, POL-406, or POL-407, or other internships with a journalism focus.', {'MXP-122 True Crime Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61517&print'}, {'MXP-124 From TikToks to “Reel” Talk: Science Communication': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61670&print'}, {'MXP-240 Travel Writing': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61304&print'}]"
254,Journalism Minor,h2: One additional course from the following list (4 credits):,"[{'COM-323 Race, Class and Gender in Media': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60299&print'}, {'COM-331 Media History': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60301&print'}, {'COM-335 Political Economy of Mass Media': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60302&print'}, {'COM-353 Political Communication': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60308&print'}, {'COM-461 Media Law': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60319&print'}, {'POL-101 Introduction to American Government': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61012&print'}, {'POL-315 Media and Politics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61031&print'}, {'SOC-231 Media, Culture and Society': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61174&print'}]"
255,Journalism Minor,h2: Additional Requirements:,
256,Latin American and Latinx Studies Minor,"h2: To fulfill interdisciplinary minor requirements, students must successfully complete:","[{'SPN-201 Intermediate Spanish I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60796&print'}, {'LAS-470 Issues in Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60634&print'}]"
257,Latin American and Latinx Studies Minor,"h3: and, at least twelve more credits included in the following from two or more different academic departments","[{'ART-260 Arts of Pre-Columbian Society': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60117&print'}, {'BIO-250 Biology of Ecuador': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60150&print'}, {'HST-141 Latin America in the Early Modern World': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60544&print'}, {'HST-142 Latin America in the Modern World': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60545&print'}, {'HST-244 Revolution in Modern Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60579&print'}, {'HST-352 Travel Study in Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60592&print'}, {'LAS-101 Introduction to Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61402&print'}, {'LAS-220 Performing Memory in Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61478&print'}, {'MLL-218 The American Experience of Hispanic Youth': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61442&print'}, {'MXP-131 A Tale of Two Communities': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61518&print'}, {'MXP-230 United States and Cuba: History and Politics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61374&print'}, {'PHL-260 Latin American Philosophy': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60969&print'}, {'POL-230 Politics of Latin America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61041&print'}, {'POL-444 Issues in Latin American Politics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61077&print'}, {'SPN-215 Composition and Conversation': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60798&print'}, 'or', {'SPN-270 Introduction to Literary Analysis': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60803&print'}, {'SPN-240 Latin American Civilization': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60800&print'}, {'SPN-260 Hispanics in the United States': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61429&print'}, {'SPN-340 Travel Study in Spanish American Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60813&print'}, {'SPN-350 Travel Study in Contemporary Spanish America': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60814&print'}, {'SPN-361 Survey of Spanish American Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60816&print'}, {'SPN-401 Studies in Hispanic Civilization': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60826&print'}, {'SPN-440 Spanish American Narrative': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60823&print'}, {'SPN-445 Latin American Women’s Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60824&print'}, {'SPN-448 Spanish-American Short Story': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60825&print'}, {'SPN-460 Readings in Spanish Amer Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60827&print'}, {'SPN-466 United States Latino/a Studies': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61413&print'}, '*Relevant FYW courses may count for the minor at the discretion of the chair']"
258,Linguistics Minor,h2: Required Core Course,[{'LNG-210 General Linguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60777&print'}]
259,Linguistics Minor,h2: and at least 12 additional elective credits,"[{'AST-270 Languages of Asia': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60138&print'}, {'AST-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60140&print'}, {'CHN-404 Classical Chinese': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60694&print'}, {'CHN-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60696&print'}, {'CLS-216 Historical Linguistics & PIE': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61573&print'}, {'CLS-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60267&print'}, {'CSC-223 Advanced Data Structures and Software Development': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61604&print'}, {'CSC-272 Introduction to Data Mining': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60335&print'}, {'CSC-343 Artificial Intelligence': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60340&print'}, {'CSC-363 Programming Language Structures': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60350&print'}, {'CSC-372 Machine Learning with Big Data': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61490&print'}, {'ENG-152 History of English Language': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61535&print'}, {'ENG-153 English Language: How It Works': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61536&print'}, {'ENG-314 Studies in Chaucer': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60486&print'}, {'ENG-501 Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60502&print'}, {'FRN-308 The French Speaking World': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61708&print'}, {'FRN-323 Quebec Language, Civilization & Culture': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61655&print'}, {'FRN-405 Introduction to French Linguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60718&print'}, {'FRN-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60731&print'}, {'FYW-1156 Who Speaks Bad English?': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61233&print'}, {'FYW-1286 Spanish in the United States': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61419&print'}, {'GRK-315 Ancient Greek: Translation & Research': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61568&print'}, {'GRM-405 Introduction to German Linguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60754&print'}, {'GRM-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60760&print'}, {'HUM-502 Humanities Lab': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61603&print'}, {'JPN-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60776&print'}, {'LNG-220 Linguistic Analysis': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60778&print'}, {'LNG-230 Language as Cultural Phenomenon': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60779&print'}, {'LNG-240 The Origin of Language': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60780&print'}, {'LNG-250 Second Language Learning and Acquisition': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60781&print'}, {'LNG-260 The Bilingual Mind': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61775&print'}, {'LNG-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60783&print'}, {'LTN-315 Latin: Translation & Research Methods': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61567&print'}, {'MLL-150 The Rhine: Life on the Line': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61422&print'}, {'MLL-160 Mapping Culture and Identity in Quebec': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61690&print'}, {'MLL-218 The American Experience of Hispanic Youth': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61442&print'}, {'MLL-221 Language and Identity: Spain': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60786&print'}, {'MLL-501 Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60792&print'}, {'MUS-356 Lyric Diction I': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60890&print'}, {'MUS-456 Lyric Diction II': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60914&print'}, {'PSY-324 Learning': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61097&print'}, {'PSY-328 Sensation and Perception': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61521&print'}, {'SPN-300 Introduction to Hispanic Linguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60804&print'}, {'SPN-304 The Sounds of Spanish': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60806&print'}, {'SPN-306 Translation Theory and Practice': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60808&print'}, {'SPN-308 Introduction to Spanish Sociolinguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=62055&print'}, {'SPN-400 Advanced Studies in Hispanic Linguistics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60817&print'}, {'SPN-503 Individualized Internship': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60830&print'}, {'SPN-504 Directed Independent Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60831&print'}, {'SPN-505 Structured Internship': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60832&print'}, 'A course selected in consultation with the minor advisor and with the approval of the Linguistics Oversight Committee that addresses the culture associated with a specific language. For example, if a student is interested in working in China then one of several courses addressing aspects of Chinese civilization or culture might be considered as appropriate; if interested in France or the French language then a course in French history could be considered suitable. Only one culture course can count toward the minor.']"
260,Linguistics Minor,h2: and a high-impact experience,[]
261,"Medicine, Health and Culture Minor","h2: To fulfill interdisciplinary minor requirements, students must successfully complete 20 or more credits from at least four different disciplines","[{'ART-258 Embodied Representations: Art, Bodies, & Identities': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61642&print'}, {'ART-271 Art and the Science of Observation': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61373&print'}, {'BIO-252 Oceans and Human Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60152&print'}, {'BIO-330 Public Health Biology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61280&print'}, {'BIO-435 Agroecology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61281&print'}, {'ECN-236 Economics of the Environment': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60407&print'}, {'ECN-242 Health Economics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60411&print'}, {'ENG-273 Altered States in Victorian Literature': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61538&print'}, {'HSC-153 The First Thousand Days: Nicaraguan Study': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61292&print'}, {'HSC-205 Fundamentals of Public Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60516&print'}, {'HSC-300 Chronic Disease: Epidemiology and Prevention': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61547&print'}, {'HSC-304 Environmental Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60519&print'}, {'HSC-305 Global Public Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60520&print'}, {'HSC-307 Health Systems, Services and Policy Administration': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61357&print'}, {'HSC-313 Fundamentals of Physical Rehabilitation': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60522&print'}, {'HSC-315 Fundamentals of Nutrition': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60523&print'}, {'HSC-341 Science of Aging': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60527&print'}, {'HSC-342 Pathophysiology of Chronic Diseases': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60528&print'}, {'HSC-343 Pathophysiology of Infectious Diseases': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61404&print'}, {'HSC-401 Epidemiology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60518&print'}, {'HST-307 Life on the Margins in Early Modern Europe': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60582&print'}, {'HST-310 History of Western Medicine': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60584&print'}, {'IDS-301 Field Work in Medicine': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60602&print'}, {'MUS-327 The Alexander Technique and Body Mapping': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60875&print'}, {'MXP-216 Medical Mysteries and Histories': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61421&print'}, {'MXP-260 Botswana Paradox': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60623&print'}, {'MXP-275 Health and Medicine in the Global Context': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61594&print'}, {'MXP-300 Poverty, Medicine and the Law: Greenville’s Medical-Legal Partnership': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61305&print'}, {'PHL-302 Clinical Medical Ethics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60974&print'}, {'PHL-305 Bioethics': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61306&print'}, {'PHL-321 Philosophy of Psychology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60980&print'}, {'POL-205 Public Policy in the United States': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61019&print'}, {'POL-218 Healthcare, Public Policy, & Law': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61506&print'}, {'PSY-210 Poverty and Child Development': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61469&print'}, {'PSY-213 Adulthood and Aging': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61086&print'}, {'PSY-214 Health Psychology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61087&print'}, {'PSY-217 Child Psychopathology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61675&print'}, {'PSY-218 Adult Psychopathology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61090&print'}, {'PSY-404 Autism': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61100&print'}, {'PSY-415 Placebo Effect': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61333&print'}, {'PSY-418 Eating Disorders': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61311&print'}, {'REL-370 Navajo: Body, Medicine, Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61523&print'}, {'REL-372 Eastern Orthodox & Roman Catholic Rites: Healing & Death': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61533&print'}, {'SOC-234 Medical Sociology': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61177&print'}, {'SOC-260 Global Health Inequalities': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61183&print'}, {'SOC-262 Social Determinants of Health': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61185&print'}, {'SPN-205 Beginner Medical Spanish': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60797&print'}, {'SPN-302 Medical Spanish': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=61394&print'}, {'WGS-240 Women in Science': 'https://catalog.furman.edu/preview_course.php?catoid=27&coid=60639&print'}, '', 'Students must also submit a portfolio in their final term at Furmanto be considered by at least two members of the minor oversightcommittee demonstrating the connection between the courses contributing to their minor requirements. An exit interview with a member of the minor oversight committee is alsorequired to successfully complete the minor.\n\nAll courses contributing to minor requirements will dedicate at least 50% of their content to questions directly associated with medicine, health and/or culture. Furthermore, first year seminars will not be considered for inclusion in the minor, while relevant credit-bearing internships or other courses completed in related areas may be considered on an individual basis.']"
